Borough,"date_mday",Agency,AvgCloseTime,AvgTimeMin
BRONX,12,DOE,"2+07:16:58.000000","55.2827777778"
MANHATTAN,10,DSNY,"2+07:08:55.102041","55.1486394558"
MANHATTAN,7,DOT,"2+07:05:20.162791","55.0889341086"
MANHATTAN,8,HPD,"2+06:53:37.021277","54.8936170214"
"STATEN ISLAND",9,HPD,"2+06:51:25.714286","54.8571428572"
BROOKLYN,14,DSNY,"2+06:45:50.625000","54.7640625000"
"STATEN ISLAND",10,DCA,"2+06:43:15.000000","54.7208333333"
BRONX,16,HPD,"2+06:28:11.803279","54.4699453553"
"STATEN ISLAND",8,DPR,"2+06:19:26.000000","54.3238888889"
BRONX,3,DOT,"2+06:15:50.351351","54.2639864864"
BRONX,4,HPD,"2+06:14:24.000000","54.2400000000"
MANHATTAN,19,DOHMH,"2+06:08:31.000000","54.1419444444"
QUEENS,17,TLC,"2+06:03:21.833333","54.0560648147"
BRONX,2,DPR,"2+05:53:06.440000","53.8851222222"
BROOKLYN,17,DPR,"2+05:50:36.125000","53.8433680556"
BROOKLYN,2,DSNY,"2+05:41:43.928571","53.6955357142"
Unspecified,16,DOT,"2+05:35:51.666667","53.5976851853"
MANHATTAN,4,FDNY,"2+05:35:31.043478","53.5919565217"
BRONX,7,HPD,"2+05:34:44.210526","53.5789473683"
Unspecified,5,DPR,"2+05:26:27.000000","53.4408333333"
BROOKLYN,11,FDNY,"2+05:24:57.000000","53.4158333333"
BRONX,16,TLC,"2+05:24:51.000000","53.4141666667"
"STATEN ISLAND",3,DOT,"2+05:22:12.333333","53.3700925925"
QUEENS,8,DSNY,"2+05:19:06.666667","53.3185185186"
BROOKLYN,9,DSNY,"2+05:14:13.521127","53.2370892019"
BRONX,10,DSNY,"2+05:11:22.325581","53.1895348836"
BRONX,13,HPD,"2+05:07:35.954631","53.1266540642"
BRONX,14,DSNY,"2+05:04:01.935484","53.0672043011"
MANHATTAN,5,DSNY,"2+04:59:54.000000","52.9983333333"
BRONX,18,FDNY,"2+04:38:09.000000","52.6358333333"
QUEENS,18,HPD,"2+04:36:16.744186","52.6046511628"
MANHATTAN,3,FDNY,"2+04:22:16.772727","52.3713257575"
BRONX,3,DPR,"2+04:20:55.125000","52.3486458333"
"STATEN ISLAND",3,DSNY,"2+04:16:48.000000","52.2800000000"
"STATEN ISLAND",18,HPD,"2+04:10:26.086957","52.1739130436"
Unspecified,3,DOT,"2+04:06:59.200000","52.1164444444"
QUEENS,15,DOT,"2+03:47:59.203390","51.7997787194"
BROOKLYN,16,DCA,"2+03:47:24.500000","51.7901388889"
BROOKLYN,13,HPD,"2+03:46:24.905660","51.7735849056"
BROOKLYN,11,DOT,"2+03:35:27.950617","51.5910973936"
BRONX,14,HPD,"2+03:28:08.495575","51.4690265486"
"STATEN ISLAND",6,DOT,"2+03:26:25.368421","51.4403801169"
BROOKLYN,18,HPD,"2+03:25:42.857143","51.4285714286"
BRONX,15,DSNY,"2+03:22:42.500000","51.3784722222"
QUEENS,7,DSNY,"2+03:11:36.986301","51.1936073058"
BRONX,7,DOT,"2+03:09:23.514286","51.1565317461"
MANHATTAN,15,DOF,"2+02:55:16.000000","50.9211111111"
BRONX,10,DCA,"2+02:29:01.500000","50.4837500000"
MANHATTAN,11,FDNY,"2+02:26:15.619048","50.4376719578"
BROOKLYN,13,DSNY,"2+02:26:06.000000","50.4350000000"
QUEENS,10,FDNY,"2+02:16:08.000000","50.2688888889"
QUEENS,16,DPR,"2+02:09:33.909091","50.1594191919"
BROOKLYN,4,TLC,"2+02:01:00.666667","50.0168518519"
"STATEN ISLAND",16,DSNY,"2+01:54:46.666667","49.9129629631"
MANHATTAN,3,DOF,"2+01:43:32.619048","49.7257275133"
QUEENS,9,DSNY,"2+01:29:37.142857","49.4936507936"
BRONX,11,FDNY,"2+01:29:25.000000","49.4902777778"
QUEENS,4,DOT,"2+01:23:11.086957","49.3864130436"
BRONX,4,DOT,"2+01:21:35.563380","49.3598787167"
MANHATTAN,6,DOF,"2+01:20:51.500000","49.3476388889"
BROOKLYN,7,DSNY,"2+01:19:33.934426","49.3260928961"
QUEENS,10,DSNY,"2+01:07:30.410959","49.1251141553"
QUEENS,19,DOHMH,"2+00:56:32.000000","48.9422222222"
"STATEN ISLAND",13,DOT,"2+00:50:36.125000","48.8433680556"
BROOKLYN,11,DCA,"2+00:39:37.800000","48.6605000000"
QUEENS,10,DCA,"2+00:37:55.500000","48.6320833333"
BROOKLYN,10,DCA,"2+00:33:25.571429","48.5571031747"
BRONX,11,HPD,"2+00:30:18.947368","48.5052631578"
BRONX,8,DSNY,"2+00:26:46.363636","48.4462121211"
Unspecified,5,DSNY,"2+00:26:00.000000","48.4333333333"
BRONX,17,HPD,"2+00:24:06.025105","48.4016736403"
BROOKLYN,13,DCA,"2+00:23:15.333333","48.3875925925"
QUEENS,15,HPD,"2+00:18:42.077922","48.3116883117"
QUEENS,16,DCA,"2+00:09:18.000000","48.1550000000"
Unspecified,11,OEM,"2+00:03:01.500000","48.0504166667"
BRONX,8,DOT,"2+00:02:34.894737","48.0430263158"
BRONX,17,DOHMH,"2+00:00:00.000000","48.0000000000"
BROOKLYN,16,DOHMH,"2+00:00:00.000000","48.0000000000"
"STATEN ISLAND",10,DOHMH,"2+00:00:00.000000","48.0000000000"
"STATEN ISLAND",4,HPD,"2+00:00:00.000000","48.0000000000"
"STATEN ISLAND",5,HPD,"2+00:00:00.000000","48.0000000000"
MANHATTAN,16,DCA,"1+23:44:50.000000","47.7472222222"
"STATEN ISLAND",11,DOT,"1+23:38:20.400000","47.6390000000"
BRONX,11,DOF,"1+23:34:46.400000","47.5795555556"
BROOKLYN,12,DOT,"1+23:28:30.123967","47.4750344353"
BRONX,4,DOF,"1+23:26:45.833333","47.4460648147"
QUEENS,12,DSNY,"1+23:26:02.142857","47.4339285714"
BRONX,16,DCA,"1+23:25:12.000000","47.4200000000"
QUEENS,11,DCA,"1+23:22:17.750000","47.3715972222"
QUEENS,6,DOT,"1+23:07:16.156250","47.1211545139"
QUEENS,15,DOF,"1+23:02:00.000000","47.0333333333"
"STATEN ISLAND",12,DSNY,"1+22:54:00.000000","46.9000000000"
BRONX,6,HPD,"1+22:51:03.829787","46.8510638297"
BROOKLYN,14,TLC,"1+22:46:20.000000","46.7722222222"
BROOKLYN,1,DOB,"1+22:32:27.272727","46.5409090908"
BROOKLYN,14,HPD,"1+22:18:56.842105","46.3157894736"
BRONX,3,DSNY,"1+22:10:43.636364","46.1787878789"
MANHATTAN,7,DOF,"1+22:10:34.000000","46.1761111111"
BROOKLYN,5,FDNY,"1+22:09:32.000000","46.1588888889"
MANHATTAN,11,DPR,"1+22:08:18.125000","46.1383680556"
MANHATTAN,18,HPD,"1+22:02:04.137931","46.0344827586"
BROOKLYN,2,DOB,"1+22:00:28.000000","46.0077777778"
MANHATTAN,10,DCA,"1+21:52:32.800000","45.8757777778"
BROOKLYN,4,DOT,"1+21:50:51.037500","45.8475104167"
BRONX,16,DPR,"1+21:45:27.000000","45.7575000000"
BRONX,7,DOF,"1+21:38:40.500000","45.6445833333"
"STATEN ISLAND",18,DOF,"1+21:36:13.000000","45.6036111111"
BRONX,16,DOHMH,"1+21:34:34.000000","45.5761111111"
QUEENS,4,DOF,"1+21:33:57.111111","45.5658641975"
BROOKLYN,11,DOF,"1+21:31:34.571429","45.5262698414"
"STATEN ISLAND",2,DPR,"1+21:29:53.769231","45.4982692308"
"STATEN ISLAND",11,DSNY,"1+21:28:57.600000","45.4826666667"
"STATEN ISLAND",3,DOF,"1+21:25:00.333333","45.4167592592"
BROOKLYN,11,TLC,"1+21:18:37.000000","45.3102777778"
MANHATTAN,5,HPD,"1+21:07:12.000000","45.1200000000"
BRONX,9,DSNY,"1+21:07:11.428571","45.1198412697"
QUEENS,11,DOF,"1+20:54:37.333333","44.9103703703"
"STATEN ISLAND",16,DEP,"1+20:49:36.315789","44.8267543858"
BROOKLYN,2,DOT,"1+20:46:55.500000","44.7820833333"
BROOKLYN,2,DOF,"1+20:39:12.000000","44.6533333333"
MANHATTAN,8,DOF,"1+20:36:22.000000","44.6061111111"
QUEENS,11,DSNY,"1+20:32:33.442623","44.5426229508"
Unspecified,10,DOE,"1+20:15:02.000000","44.2505555556"
"STATEN ISLAND",13,DSNY,"1+20:11:02.307692","44.1839743589"
BRONX,14,DOB,"1+20:02:14.153846","44.0372649572"
BRONX,18,HPD,"1+19:41:44.347826","43.6956521739"
BRONX,8,DOB,"1+19:36:16.750000","43.6046527778"
BROOKLYN,16,DSNY,"1+19:31:48.196721","43.5300546447"
MANHATTAN,10,DOF,"1+19:28:13.178571","43.4703273808"
MANHATTAN,11,DOT,"1+19:25:04.138211","43.4178161697"
MANHATTAN,2,DOT,"1+19:07:53.181818","43.1314393939"
"STATEN ISLAND",19,DCA,"1+19:07:04.333333","43.1178703703"
MANHATTAN,4,DOF,"1+19:00:42.076923","43.0116880342"
QUEENS,3,FDNY,"1+19:00:24.333333","43.0067592592"
QUEENS,5,DOT,"1+18:57:41.362573","42.9614896036"
BROOKLYN,5,DOT,"1+18:51:26.976852","42.8574935700"
BRONX,12,HPD,"1+18:51:25.714286","42.8571428572"
BROOKLYN,10,DOF,"1+18:49:30.578947","42.8251608186"
BROOKLYN,7,DOF,"1+18:38:02.500000","42.6340277778"
QUEENS,8,DOB,"1+18:35:56.812500","42.5991145833"
BROOKLYN,8,DOF,"1+18:28:06.000000","42.4683333333"
Unspecified,15,DOF,"1+18:27:53.153846","42.4647649572"
BROOKLYN,9,DOB,"1+18:18:37.466667","42.3104074075"
BROOKLYN,13,TLC,"1+18:14:17.000000","42.2380555556"
MANHATTAN,1,DEP,"1+18:08:44.000000","42.1455555556"
QUEENS,6,DSNY,"1+18:03:44.827586","42.0624521072"
"STATEN ISLAND",6,HPD,"1+18:00:00.000000","42.0000000000"
BROOKLYN,6,DOT,"1+17:52:31.588832","41.8754413422"
MANHATTAN,2,DOF,"1+17:51:55.000000","41.8652777778"
QUEENS,4,DSNY,"1+17:30:30.000000","41.5083333333"
BROOKLYN,18,DCA,"1+17:23:14.000000","41.3872222222"
QUEENS,10,DOHMH,"1+17:21:43.750000","41.3621527778"
"STATEN ISLAND",15,DSNY,"1+17:19:55.714286","41.3321428572"
"STATEN ISLAND",19,HPD,"1+17:16:48.000000","41.2800000000"
MANHATTAN,5,TLC,"1+17:16:24.333333","41.2734259258"
BROOKLYN,18,TLC,"1+17:15:20.000000","41.2555555556"
BRONX,5,HPD,"1+17:04:00.000000","41.0666666667"
BROOKLYN,11,DPR,"1+16:51:48.533333","40.8634814814"
QUEENS,7,DOT,"1+16:46:35.083871","40.7764121864"
Unspecified,1,DOF,"1+16:46:14.133333","40.7705925925"
BROOKLYN,15,DOB,"1+16:43:26.928571","40.7241468253"
BROOKLYN,5,TLC,"1+16:39:59.166667","40.6664351853"
MANHATTAN,2,DSNY,"1+16:39:33.333333","40.6592592592"
QUEENS,14,HPD,"1+16:36:55.384615","40.6153846153"
"STATEN ISLAND",14,DSNY,"1+16:32:50.454545","40.5473484847"
QUEENS,17,FDNY,"1+16:25:26.333333","40.4239814814"
BROOKLYN,3,DOB,"1+16:19:58.219512","40.3328387533"
BROOKLYN,4,DOF,"1+16:17:46.125000","40.2961458333"
"STATEN ISLAND",14,DOB,"1+16:10:45.000000","40.1791666667"
QUEENS,3,DOF,"1+16:03:00.470588","40.0501307189"
QUEENS,17,DOHMH,"1+16:00:00.000000","40.0000000000"
Unspecified,10,DOT,"1+15:57:25.600000","39.9571111111"
MANHATTAN,14,DOT,"1+15:57:17.710000","39.9549194444"
MANHATTAN,11,DOF,"1+15:51:49.250000","39.8636805556"
BROOKLYN,19,DOF,"1+15:46:52.000000","39.7811111111"
QUEENS,19,DOF,"1+15:39:40.200000","39.6611666667"
QUEENS,19,HPD,"1+15:39:39.661017","39.6610169492"
Unspecified,18,DOF,"1+15:33:57.011628","39.5658365633"
Unspecified,10,DOF,"1+15:26:22.187970","39.4394966583"
Unspecified,17,DCA,"1+15:24:06.583333","39.4018287036"
"STATEN ISLAND",16,DOT,"1+15:18:11.875000","39.3032986111"
"STATEN ISLAND",7,DOT,"1+15:09:20.954545","39.1558207069"
Unspecified,15,DSNY,"1+15:06:00.000000","39.1000000000"
MANHATTAN,3,DOE,"1+15:01:44.000000","39.0288888889"
BRONX,18,DCA,"1+15:01:25.000000","39.0236111111"
BROOKLYN,18,DOHMH,"1+15:00:42.200000","39.0117222222"
"STATEN ISLAND",17,DSNY,"1+14:52:34.285714","38.8761904761"
MANHATTAN,15,DOT,"1+14:41:46.088435","38.6961356764"
BRONX,10,DOT,"1+14:38:29.446809","38.6415130025"
Unspecified,3,DOF,"1+14:33:21.127660","38.5558687944"
MANHATTAN,16,TLC,"1+14:31:20.066667","38.5222407408"
BRONX,3,DOF,"1+14:30:17.307692","38.5048076922"
MANHATTAN,18,DPR,"1+14:29:39.333333","38.4942592592"
"STATEN ISLAND",13,DOB,"1+14:21:37.400000","38.3603888889"
BROOKLYN,18,DOF,"1+14:18:58.800000","38.3163333333"
Unspecified,8,DOF,"1+14:18:28.111111","38.3078086419"
QUEENS,1,DOB,"1+14:16:47.750000","38.2799305556"
MANHATTAN,2,DOB,"1+14:16:02.545455","38.2673737375"
BROOKLYN,3,DOF,"1+14:15:39.875000","38.2610763889"
QUEENS,17,DPR,"1+14:13:13.227273","38.2203409092"
BROOKLYN,16,DOB,"1+14:12:15.500000","38.2043055556"
"STATEN ISLAND",18,DPR,"1+14:07:30.000000","38.1250000000"
BRONX,19,DOF,"1+14:07:14.900000","38.1208055556"
MANHATTAN,18,DCA,"1+14:05:27.666667","38.0910185186"
"STATEN ISLAND",5,DOT,"1+13:55:19.586207","37.9221072797"
QUEENS,18,FDNY,"1+13:50:29.666667","37.8415740742"
"STATEN ISLAND",9,DOT,"1+13:43:14.300000","37.7206388889"
BROOKLYN,16,DPR,"1+13:26:23.666667","37.4399074075"
BROOKLYN,11,DOB,"1+13:13:47.882353","37.2299673203"
QUEENS,10,DOF,"1+13:10:29.133333","37.1747592592"
BRONX,5,DOT,"1+13:10:24.880000","37.1735777778"
MANHATTAN,19,DOF,"1+13:07:54.000000","37.1316666667"
BROOKLYN,17,DOHMH,"1+13:05:27.272727","37.0909090908"
"STATEN ISLAND",2,DEP,"1+13:02:18.000000","37.0383333333"
MANHATTAN,18,DOF,"1+12:45:42.214286","36.7617261906"
QUEENS,18,DPR,"1+12:43:24.071429","36.7233531747"
QUEENS,16,DSNY,"1+12:37:43.846154","36.6288461539"
"STATEN ISLAND",18,DCA,"1+12:25:45.000000","36.4291666667"
BRONX,12,DSNY,"1+12:21:18.461538","36.3551282050"
BRONX,11,DOT,"1+12:15:31.857143","36.2588492064"
QUEENS,15,DSNY,"1+12:11:32.608696","36.1923913044"
BRONX,7,DOB,"1+12:03:42.428571","36.0617857142"
"STATEN ISLAND",19,DPR,"1+12:01:44.000000","36.0288888889"
"STATEN ISLAND",7,HPD,"1+12:00:00.000000","36.0000000000"
"STATEN ISLAND",4,DSNY,"1+11:58:04.000000","35.9677777778"
MANHATTAN,5,DOF,"1+11:56:56.937500","35.9491493056"
Unspecified,5,DFTA,"1+11:47:29.000000","35.7913888889"
BRONX,5,DOF,"1+11:44:08.625000","35.7357291667"
BROOKLYN,7,DOB,"1+11:43:53.321429","35.7314781747"
QUEENS,12,DOT,"1+11:32:27.290780","35.5409141056"
BROOKLYN,18,DSNY,"1+11:30:53.225806","35.5147849461"
QUEENS,18,DOF,"1+11:28:32.500000","35.4756944444"
Unspecified,11,DOT,"1+11:16:14.000000","35.2705555556"
BRONX,18,DOF,"1+11:07:59.250000","35.1331250000"
MANHATTAN,19,DCA,"1+10:59:59.857143","34.9999603175"
"STATEN ISLAND",4,DOT,"1+10:52:41.047619","34.8780687831"
BROOKLYN,17,DCA,"1+10:48:03.166667","34.8008796297"
BRONX,10,DPR,"1+10:47:29.000000","34.7913888889"
"STATEN ISLAND",10,DOF,"1+10:45:23.500000","34.7565277778"
MANHATTAN,13,DCA,"1+10:43:50.500000","34.7306944444"
MANHATTAN,2,DEP,"1+10:39:25.500000","34.6570833333"
MANHATTAN,15,DOB,"1+10:34:54.500000","34.5818055556"
MANHATTAN,12,FDNY,"1+10:28:15.500000","34.4709722222"
MANHATTAN,4,DSNY,"1+10:24:00.000000","34.4000000000"
MANHATTAN,8,DOB,"1+10:23:26.500000","34.3906944444"
QUEENS,18,DCA,"1+10:21:47.000000","34.3630555556"
BRONX,3,DOB,"1+10:13:49.764706","34.2304901961"
QUEENS,5,HPD,"1+10:06:18.947368","34.1052631578"
BRONX,6,DOT,"1+10:03:49.245614","34.0636793372"
BROOKLYN,7,DOHMH,"1+10:00:07.200000","34.0020000000"
MANHATTAN,18,TLC,"1+09:55:55.294118","33.9320261439"
BRONX,10,DOF,"1+09:54:42.625000","33.9118402778"
BROOKLYN,15,DOT,"1+09:50:43.802632","33.8455007311"
BRONX,1,DOB,"1+09:43:01.000000","33.7169444444"
"STATEN ISLAND",7,DSNY,"1+09:41:53.684211","33.6982456142"
BRONX,15,DOT,"1+09:38:33.562500","33.6426562500"
MANHATTAN,14,DSNY,"1+09:37:37.611940","33.6271144278"
QUEENS,12,DCA,"1+09:34:44.142857","33.5789285714"
QUEENS,5,DOF,"1+09:31:29.666667","33.5249074075"
MANHATTAN,18,FDNY,"1+09:27:39.392857","33.4609424603"
"STATEN ISLAND",11,DOB,"1+09:25:14.000000","33.4205555556"
QUEENS,3,DOB,"1+09:19:06.818182","33.3185606061"
QUEENS,15,DOB,"1+09:10:03.666667","33.1676851853"
MANHATTAN,3,DOB,"1+09:08:49.645161","33.1471236558"
BROOKLYN,17,DSNY,"1+09:06:49.787234","33.1138297872"
"STATEN ISLAND",15,DEP,"1+08:50:12.000000","32.8366666667"
BROOKLYN,14,DOB,"1+08:47:11.756757","32.7865990992"
MANHATTAN,11,DCA,"1+08:46:14.000000","32.7705555556"
BROOKLYN,19,HPD,"1+08:32:46.829268","32.5463414633"
MANHATTAN,14,DEP,"1+08:32:25.909091","32.5405303031"
QUEENS,13,DOB,"1+08:27:46.375000","32.4628819444"
BRONX,13,DOB,"1+08:22:15.777778","32.3710493828"
QUEENS,12,DOHMH,"1+08:11:05.000000","32.1847222222"
BROOKLYN,17,DOB,"1+08:04:10.583333","32.0696064814"
BRONX,17,DOB,"1+07:55:02.235294","31.9172875817"
QUEENS,7,DOB,"1+07:54:04.081081","31.9011336336"
BRONX,5,DSNY,"1+07:49:35.172414","31.8264367817"
QUEENS,9,TLC,"1+07:43:21.000000","31.7225000000"
"STATEN ISLAND",2,DOT,"1+07:03:53.100000","31.0647500000"
MANHATTAN,17,DPR,"1+06:50:41.500000","30.8448611111"
BROOKLYN,5,DOF,"1+06:45:56.600000","30.7657222222"
Unspecified,7,DOT,"1+06:40:50.100000","30.6805833333"
Unspecified,8,DOT,"1+06:38:14.666667","30.6374074075"
MANHATTAN,9,DSNY,"1+06:27:13.125000","30.4536458333"
BROOKLYN,19,DCA,"1+06:25:58.500000","30.4329166667"
"STATEN ISLAND",4,DEP,"1+06:16:47.368421","30.2798245614"
QUEENS,4,FDNY,"1+06:11:24.666667","30.1901851853"
BROOKLYN,13,DOT,"1+06:11:06.687943","30.1851910953"
BRONX,15,DEP,"1+06:05:20.000000","30.0888888889"
MANHATTAN,19,HPD,"1+05:52:56.470588","29.8823529411"
QUEENS,13,DSNY,"1+05:50:06.451613","29.8351254481"
BRONX,19,HPD,"1+05:49:53.057851","29.8314049586"
QUEENS,18,DSNY,"1+05:48:31.875000","29.8088541667"
MANHATTAN,15,DSNY,"1+05:40:04.137931","29.6678160919"
"STATEN ISLAND",5,DOF,"1+05:39:45.500000","29.6626388889"
MANHATTAN,7,DSNY,"1+05:37:17.647059","29.6215686275"
BROOKLYN,10,DOB,"1+05:34:39.380952","29.5776058200"
"STATEN ISLAND",17,DOT,"1+05:29:39.473684","29.4942982456"
BROOKLYN,14,DOT,"1+05:28:45.858896","29.4794052489"
BRONX,12,DOF,"1+05:22:03.900000","29.3677500000"
BRONX,11,DSNY,"1+05:20:13.333333","29.3370370369"
"STATEN ISLAND",17,DOB,"1+05:16:45.833333","29.2793981481"
BRONX,16,DSNY,"1+05:12:46.000000","29.2127777778"
Unspecified,12,DOT,"1+05:00:55.444444","29.0154012344"
BROOKLYN,3,FDNY,"1+05:00:16.000000","29.0044444444"
BRONX,4,DOB,"1+04:59:33.000000","28.9925000000"
"STATEN ISLAND",18,DSNY,"1+04:55:47.027027","28.9297297297"
BROOKLYN,13,DOB,"1+04:53:21.057143","28.8891825397"
"STATEN ISLAND",6,DSNY,"1+04:52:20.000000","28.8722222222"
MANHATTAN,12,DOT,"1+04:51:15.781955","28.8543838764"
"STATEN ISLAND",18,DOT,"1+04:48:18.400000","28.8051111111"
MANHATTAN,13,DOF,"1+04:38:58.473684","28.6495760233"
MANHATTAN,17,DSNY,"1+04:37:38.918919","28.6274774775"
BROOKLYN,17,DOT,"1+04:31:32.367647","28.5256576797"
BRONX,13,DSNY,"1+04:31:16.363636","28.5212121211"
BRONX,4,DSNY,"1+04:30:35.000000","28.5097222222"
BRONX,8,DEP,"1+04:23:45.882353","28.3960784314"
BRONX,12,FDNY,"1+04:09:33.500000","28.1593055556"
QUEENS,10,DOB,"1+04:07:10.063830","28.1194621750"
BROOKLYN,6,TLC,"1+04:06:12.000000","28.1033333333"
QUEENS,17,DCA,"1+03:52:53.000000","27.8813888889"
QUEENS,17,DSNY,"1+03:47:34.468085","27.7929078014"
"STATEN ISLAND",7,DEP,"1+03:44:18.000000","27.738333333"
MANHATTAN,15,DEP,"1+03:43:36.666667","27.726851852"
MANHATTAN,11,DSNY,"1+03:34:24.000000","27.573333333"
BRONX,1,DEP,"1+03:33:52.500000","27.564583333"
QUEENS,12,DOF,"1+03:24:22.454545","27.406237374"
QUEENS,15,TLC,"1+03:22:56.750000","27.382430556"
BROOKLYN,19,DSNY,"1+03:16:28.085106","27.274468085"
MANHATTAN,18,DOB,"1+03:13:04.612903","27.217948029"
QUEENS,16,DOF,"1+03:12:10.000000","27.202777778"
BRONX,2,DOB,"1+03:11:30.000000","27.191666667"
BRONX,17,DOF,"1+03:11:19.625000","27.188784722"
BRONX,17,DSNY,"1+02:42:03.157895","26.700877193"
MANHATTAN,12,DOF,"1+02:36:29.058824","26.608071896"
Unspecified,18,DCA,"1+02:35:35.538462","26.593205128"
BRONX,9,DOT,"1+02:35:04.621622","26.584617117"
BRONX,14,DEP,"1+02:34:30.000000","26.575000000"
MANHATTAN,20,DCA,"1+02:33:52.000000","26.564444444"
"STATEN ISLAND",19,DSNY,"1+02:28:58.064516","26.482795699"
BROOKLYN,12,DCA,"1+02:19:47.500000","26.329861111"
